No,話者,発話,ペルソナ,score
2901,A,介護福祉士なの。コンサルだと悩み相談みたいな感じ？わたしはお年寄り相手なので会話は一方的なことも多いわ。,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [2, 2, 2], '私は彼氏いない歴が長いです。': [0, 0, 0], '私の職場はお年寄りが多いです。': [2, 2, 2]}"
2901,B,大変そうな仕事だね。私のも悩み相談だけど、あなたみたいに一方的に会話してたらストレスたまりそう！,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [0, 0, 0], '私はドライブが好きです。': [0, 0, 0], '私はキャリアコンサルタントです。': [0, 0, 0], '私の趣味はアウトドアレジャーです。': [0, 0, 0], '私は人が多い場所が苦手です。': [0, 0, 0], '私は彼氏が欲しいです。': [0, 0, 0], '私は大勢の人の中にいるのは苦手です。': [0, 0, 0]}"
2901,A,でもね、意外と介護を必要とする人のほうがストレス溜めてるの。わたしはそれを少しでも和らげてあげたいなーって思うの。,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 1, 1], '私は彼氏いない歴が長いです。': [0, 0, 0], '私の職場はお年寄りが多いです。': [0, 1, 0]}"
2901,B,優しいんだね。私って、仕事で1対1の付き合いはできても、大勢と人の中にいるのは苦手なの。だから時々、自然の中に出掛けて、リフレッシュしてるよ。,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [0, 0, 0], '私はドライブが好きです。': [0, 0, 0], '私はキャリアコンサルタントです。': [0, 0, 0], '私の趣味はアウトドアレジャーです。': [0, 1, 1], '私は人が多い場所が苦手です。': [2, 2, 2], '私は彼氏が欲しいです。': [0, 0, 0], '私は大勢の人の中にいるのは苦手です。': [2, 2, 2]}"
2901,A,自然の中？キャンプかなー？,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 1], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 0, 0], '私は彼氏いない歴が長いです。': [0, 0, 0], '私の職場はお年寄りが多いです。': [0, 0, 0]}"
2901,B,そうそう。アウトドアレジャーとドライブで、リフレッシュするの。そういう意味では、徳島に引っ越してきて正解だったわ。,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [2, 2, 2], '私はドライブが好きです。': [2, 1, 2], '私はキャリアコンサルタントです。': [0, 0, 0], '私の趣味はアウトドアレジャーです。': [2, 1, 1], '私は人が多い場所が苦手です。': [0, 0, 0], '私は彼氏が欲しいです。': [0, 0, 0], '私は大勢の人の中にいるのは苦手です。': [0, 0, 0]}"
2901,A,あとは素敵な出会いがあるといいね！それはお互い、だけど。,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 0, 0], '私は彼氏いない歴が長いです。': [0, 1, 1], '私はいずれ状況したいと思っています。': [0, 0, 0]}"
2901,B,ホントだね！,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [0, 0, 0], '私はドライブが好きです。': [0, 0, 0], '私はキャリアコンサルタントです。': [0, 0, 0], '私の趣味はアウトドアレジャーです。': [0, 0, 0], '私は人が多い場所が苦手です。': [0, 1, 0], '私は彼氏が欲しいです。': [0, 0, 0], '私は多忙を極めています。': [0, 0, 0]}"
2917,A,こんにちは。今日の夕暮れは、とてもきれいですね。,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は休みの日は夕暮れの時間に散歩をします。
私はよくネットショッピングをします。
私の妹はバイオリンを習っています。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 1, 0], '私は休みの日は夕暮れの時間に散歩をします。': [0, 0, 0], '私はよくネットショッピングをします。': [0, 0, 0], '私の妹はバイオリンを習っています。': [0, 0, 0]}"
2917,B,こんにちは。本当ですね。夕暮れがお好きなんですか？,"私は長い間、長崎に住んでいます。
私はフリーターです。
私はネットショッピングが好きです。
私はいずれ上京するつもりです。
私は気遣いが苦手です。
私はいずれ状況したいと思っています。
","{'私は長い間、長崎に住んでいます。': [0, 0, 1], '私はフリーターです。': [0, 0, 0], '私はネットショッピングが好きです。': [0, 0, 0], '私はいずれ上京するつもりです。': [0, 0, 2], '私は気遣いが苦手です。': [0, 0, 0], '私はいずれ状況したいと思っています。': [0, 0, 1]}"
2917,A,はい、夕暮れって懐かしい気持ちになるので、休みの日はいつもこの時間に散歩してるんですよ。,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は休みの日は夕暮れの時間に散歩をします。
私はよくネットショッピングをします。
私の妹はバイオリンを習っています。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [2, 2, 2], '私は休みの日は夕暮れの時間に散歩をします。': [2, 2, 2], '私はよくネットショッピングをします。': [0, 0, 0], '私の妹はバイオリンを習っています。': [0, 0, 0]}"
2917,B,そうなんですね。私も確かに懐かしくなります。長崎に長く住んでいるんですけど、日の沈む時間は格別にきれいですよ。,"私は長い間、長崎に住んでいます。
私はフリーターです。
私はネットショッピングが好きです。
私はいずれ上京するつもりです。
私は気遣いが苦手です。
私はいずれ状況したいと思っています。
","{'私は長い間、長崎に住んでいます。': [2, 2, 1], '私はフリーターです。': [0, 0, 0], '私はネットショッピングが好きです。': [0, 0, 0], '私はいずれ上京するつもりです。': [0, 0, 1], '私は気遣いが苦手です。': [0, 0, 0], '私はいずれ状況したいと思っています。': [0, 0, 1]}"
2917,A,長崎は夜景がきれいなくらいですし、夕暮れもきっとキレイなんでしょうね。わたし、楽器メーカーに勤めていて、会社がそちらにもあるのですが、あなたはどちらにお勤めですか？,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は休みの日は夕暮れの時間に散歩をします。
私はよくネットショッピングをします。
私の妹はバイオリンを習っています。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [2, 2, 2], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は休みの日は夕暮れの時間に散歩をします。': [0, 0, 0], '私はよくネットショッピングをします。': [0, 0, 0], '私の妹はバイオリンを習っています。': [0, 0, 0]}"
